bath,bed,garden,mq,name,parking,pool,price,province,region,town,town2,type,url
1,1,,400,"Massa Marittima, Grosseto, Tuscany",,,1100000,Grosseto,Tuscany,Massa Marittima,Massa Marittima,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-massa-marittima-1-bedroom-farmhouse-tuscany-for-sale-a6380ta790237a/
7,7,,443,"Capalbio, Grosseto, Tuscany",,,1250000,Grosseto,Tuscany,Capalbio,Capalbio,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-capalbio-7-bedrooms-farmhouse-tuscany-for-sale-a7631ta2272241a/
1,1,,320,"Gubbio, Perugia, Umbria",,,1000000,Perugia,Umbria,Gubbio,Gubbio,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-gubbio-1-bedroom-farmhouse-umbria-for-sale-a6380ta800487a/
1,1,,205,"Scansano, Grosseto, Tuscany",,,900000,Grosseto,Tuscany,Scansano,Scansano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-scansano-1-bedroom-farmhouse-tuscany-for-sale-a6380ta800497a/
5,5,,270,"Massarosa, Lucca, Tuscany",,,850000,Lucca,Tuscany,Massarosa,Massarosa,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-massarosa-5-bedrooms-villa-tuscany-for-sale-a1190rv49597/
4,4,,250,"Marliana, Pistoia, Tuscany",,,600000,Pistoia,Tuscany,Marliana,Marliana,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-marliana-4-bedrooms-villa-tuscany-for-sale-a6551rv2047467a/
1,1,,10000,"Pisa, Pisa, Tuscany",,,6500000,Pisa,Tuscany,Pisa,Pisa,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pisa-1-bedroom-farmhouse-tuscany-for-sale-a6380ta800208a/
1,1,,500,"Murlo, Siena, Tuscany",,,1700000,Siena,Tuscany,Murlo,Murlo,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-murlo-1-bedroom-farmhouse-tuscany-for-sale-a6380ta800210a/
1,1,,400,"Lucignano, Arezzo, Tuscany",,,500000,Arezzo,Tuscany,Lucignano,Lucignano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-lucignano-1-bedroom-farmhouse-tuscany-for-sale-a6380ta790231a/
1,1,,450,"Torrita di Siena, Siena, Tuscany",,,950000,Siena,Tuscany,Torrita Di Siena,Torrita di Siena,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-torrita-di-siena-1-bedroom-farmhouse-tuscany-for-sale-a6380ta790178a/
1,1,,450,"Monte San Savino, Arezzo, Tuscany",,,1500000,Arezzo,Tuscany,Monte San Savino,Monte San Savino,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-monte-san-savino-1-bedroom-villa-tuscany-for-sale-a6380rv793010a/
1,1,,200,"Sinalunga, Siena, Tuscany",,,700000,Siena,Tuscany,Sinalunga,Sinalunga,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-sinalunga-1-bedroom-farmhouse-tuscany-for-sale-a6380ta800188a/
1,1,,450,"Torrita di Siena, Siena, Tuscany",,,580000,Siena,Tuscany,Torrita Di Siena,Torrita di Siena,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-torrita-di-siena-1-bedroom-farmhouse-tuscany-for-sale-a6380ta789701a/
1,1,,400,"Grosseto, Grosseto, Tuscany",,,1600000,Grosseto,Tuscany,Grosseto,Grosseto,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-grosseto-1-bedroom-farmhouse-tuscany-for-sale-a6380ta800197a/
1,1,,200,"Cortona, Arezzo, Tuscany",,,950000,Arezzo,Tuscany,Cortona,Cortona,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cortona-1-bedroom-villa-tuscany-for-sale-a6380rv796528a/
1,1,,700,"Monte San Savino, Arezzo, Tuscany",,,2000000,Arezzo,Tuscany,Monte San Savino,Monte San Savino,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-monte-san-savino-1-bedroom-farmhouse-tuscany-for-sale-a6380ta800369a/
1,1,,600,"Castiglione del Lago, Perugia, Umbria",,,750000,Perugia,Umbria,Castiglione Del Lago,Castiglione del Lago,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castiglione-del-lago-1-bedroom-farmhouse-umbria-for-sale-a6380ta800373a/
2,2,,78,"Siena, Siena, Tuscany",,,445000,Siena,Tuscany,Siena,Siena,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-siena-2-bedrooms-flat-tuscany-for-sale-a9933ra2401096a/
1,1,,400,"Asciano, Siena, Tuscany",,,2900000,Siena,Tuscany,Asciano,Asciano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-asciano-1-bedroom-farmhouse-tuscany-for-sale-a6380ta800392a/
1,1,,250,"Pienza, Siena, Tuscany",,,560000,Siena,Tuscany,Pienza,Pienza,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pienza-1-bedroom-farmhouse-tuscany-for-sale-a6380ta789652a/
1,1,,200,"Scansano, Grosseto, Tuscany",,,950000,Grosseto,Tuscany,Scansano,Scansano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-scansano-1-bedroom-farmhouse-tuscany-for-sale-a6380ta800355a/
1,1,,200,"Grosseto, Grosseto, Tuscany",,,3600000,Grosseto,Tuscany,Grosseto,Grosseto,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-grosseto-1-bedroom-farmhouse-tuscany-for-sale-a6380ta800359a/
5,5,,1110,"Asciano, Siena, Tuscany",,,1000000,Siena,Tuscany,Asciano,Asciano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-asciano-5-bedrooms-farmhouse-tuscany-for-sale-a6380ta790125a/
3,3,,714,"Siena, Siena, Tuscany",,,550000,Siena,Tuscany,Siena,Siena,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-siena-3-bedrooms-farmhouse-tuscany-for-sale-a9756ta2368564a/
,0,,598,"San Casciano dei Bagni, Siena, Tuscany",,,650000,Siena,Tuscany,San Casciano Dei Bagni,San Casciano dei Bagni,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-san-casciano-dei-bagni-building-tuscany-for-sale-a2617ta2425716a/
1,1,,100,"Cortona, Arezzo, Tuscany",,,450000,Arezzo,Tuscany,Cortona,Cortona,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cortona-1-bedroom-farmhouse-tuscany-for-sale-a6380ta790571a/
1,1,,3000,"Cortona, Arezzo, Tuscany",,,1800000,Arezzo,Tuscany,Cortona,Cortona,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cortona-1-bedroom-farmhouse-tuscany-for-sale-a6380ta799798a/
1,1,,5000,"Montepulciano, Siena, Tuscany",,,6800000,Siena,Tuscany,Montepulciano,Montepulciano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montepulciano-1-bedroom-farmhouse-tuscany-for-sale-a6380ta799803a/
4,4,,641,"Radicondoli, Siena, Tuscany",,,650000,Siena,Tuscany,Radicondoli,Radicondoli,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-radicondoli-4-bedrooms-farmhouse-tuscany-for-sale-a6380ta789831a/
7,7,,443,"Capalbio, Grosseto, Tuscany",,,1250000,Grosseto,Tuscany,Capalbio,Capalbio,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-capalbio-7-bedrooms-farmhouse-tuscany-for-sale-a7631ta2272340a/
3,3,,135,"Poggibonsi, Siena, Tuscany",,,320000,Siena,Tuscany,Poggibonsi,Poggibonsi,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-poggibonsi-3-bedrooms-house-terraced-tuscany-for-sale-a9756ra2404935a/
1,1,,400,"Cortona, Arezzo, Tuscany",,,450000,Arezzo,Tuscany,Cortona,Cortona,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cortona-1-bedroom-farmhouse-tuscany-for-sale-a6380ta790113a/
3,3,,248,"Siena, Siena, Tuscany",,,1250000,Siena,Tuscany,Siena,Siena,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-siena-3-bedrooms-villa-tuscany-for-sale-a8998rv1654447a/
1,1,,700,"Torrita di Siena, Siena, Tuscany",,,650000,Siena,Tuscany,Torrita Di Siena,Torrita di Siena,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-torrita-di-siena-1-bedroom-farmhouse-tuscany-for-sale-a6380ta789774a/
1,1,,360,"Asciano, Siena, Tuscany",,,1500000,Siena,Tuscany,Asciano,Asciano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-asciano-1-bedroom-farmhouse-tuscany-for-sale-a6380ta790556a/
1,1,,300,"Gubbio, Perugia, Umbria",,,1250000,Perugia,Umbria,Gubbio,Gubbio,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-gubbio-1-bedroom-farmhouse-umbria-for-sale-a6380ta800300a/
2,2,,150,"Rignano sull'Arno, Firenze, Tuscany",,,630000,Firenze,Tuscany,Rignano Sull'arno,Rignano sull'Arno,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-rignano-sullarno-2-bedrooms-rustic-house-tuscany-for-sale-a6273rc1158953a/
2,2,,100,"Monte Argentario, Grosseto, Tuscany",,,450000,Grosseto,Tuscany,Monte Argentario,Monte Argentario,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-monte-argentario-2-bedrooms-house-semidetached-tuscany-for-sale-a1190rv40899/
1,1,,338,"Peccioli, Pisa, Tuscany",,,350000,Pisa,Tuscany,Peccioli,Peccioli,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-peccioli-1-bedroom-farmhouse-tuscany-for-sale-a1190rc22594/
6,6,,565,"Siena, Siena, Tuscany",,,1700000,Siena,Tuscany,Siena,Siena,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-siena-6-bedrooms-flat-tuscany-for-sale-a8998ra1654049a/
3,3,,120,"Monteroni D'arbia, Siena, Tuscany",,,630000,Siena,Tuscany,Monteroni D'arbia,Monteroni D'arbia,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-monteroni-darbia-3-bedrooms-villa-tuscany-for-sale-a8998rv1654604a/
5,5,,520,"Porano, Terni, Umbria",,,790000,Terni,Umbria,Porano,Porano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-porano-5-bedrooms-farmhouse-umbria-for-sale-a1190rc1521/
3,3,,100,"Capoliveri, Livorno, Tuscany",,,700000,Livorno,Tuscany,Capoliveri,Capoliveri,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-capoliveri-3-bedrooms-villa-tuscany-for-sale-a4018rv971696a/
4,4,,155,"Grosseto, Grosseto, Tuscany",,,710000,Grosseto,Tuscany,Grosseto,Grosseto,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-grosseto-4-bedrooms-house-semidetached-tuscany-for-sale-a6408rv2417550a/
3,3,,200,"Magliano in Toscana, Grosseto, Tuscany",,,530000,Grosseto,Tuscany,Magliano in Toscana,Magliano in Toscana,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-magliano-in-toscana-3-bedrooms-farmhouse-tuscany-for-sale-a7631ta2416276a/
10,10,,1400,"Certaldo, Firenze, Tuscany",,,2000000,Firenze,Tuscany,Certaldo,Certaldo,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-certaldo-10-bedrooms-farmhouse-tuscany-for-sale-a1190ta34597/
4,4,,180,"Foiano della Chiana, Arezzo, Tuscany",,,490000,Arezzo,Tuscany,Foiano Della Chiana,Foiano della Chiana,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-foiano-della-chiana-4-bedrooms-farmhouse-tuscany-for-sale-a1190rc45383/
4,4,,850,"Campiglia Marittima, Livorno, Tuscany",,,1970000,Livorno,Tuscany,Campiglia Marittima,Campiglia Marittima,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-campiglia-marittima-4-bedrooms-villa-tuscany-for-sale-a3165rv281309a/
2,2,,100,"Pienza, Siena, Tuscany",,,320000,Siena,Tuscany,Pienza,Pienza,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pienza-2-bedrooms-flat-tuscany-for-sale-a1190ra38239/
4,4,,450,"Montaione, Firenze, Tuscany",,,1300000,Firenze,Tuscany,Montaione,Montaione,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montaione-4-bedrooms-farmhouse-tuscany-for-sale-a9751ta2046624a/
1,1,,550,"Montepulciano, Siena, Tuscany",,,1150000,Siena,Tuscany,Montepulciano,Montepulciano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montepulciano-1-bedroom-farmhouse-tuscany-for-sale-a8960ta1546292a/
2,2,,296,"Tuoro sul Trasimeno, Perugia, Umbria",,,650000,Perugia,Umbria,Tuoro Sul Trasimeno,Tuoro sul Trasimeno,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-tuoro-sul-trasimeno-2-bedrooms-villa-umbria-for-sale-a8960rv1525263a/
1,1,,13576,"Umbertide, Perugia, Umbria",,,3300000,Perugia,Umbria,Umbertide,Umbertide,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-umbertide-1-bedroom-farmhouse-umbria-for-sale-a6380ta1899408a/
1,1,,280,"Castiglione d'Orcia, Siena, Tuscany",,,500000,Siena,Tuscany,Castiglione D'orcia,Castiglione d'Orcia,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castiglione-dorcia-1-bedroom-farmhouse-tuscany-for-sale-a2617ta1762397a/
3,3,,195,"Firenze, Firenze, Tuscany",,,1200000,Firenze,Tuscany,Firenze,Firenze,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-firenze-3-bedrooms-rustic-house-tuscany-for-sale-a8312rc2411474a/
5,5,,667,"Monteriggioni, Siena, Tuscany",,,2200000,Siena,Tuscany,Monteriggioni,Monteriggioni,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-monteriggioni-5-bedrooms-villa-tuscany-for-sale-a6292rv1810386a/
4,4,,340,"Montepulciano, Siena, Tuscany",,,2000000,Siena,Tuscany,Montepulciano,Montepulciano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montepulciano-4-bedrooms-farmhouse-tuscany-for-sale-a1190rc84490/
1,1,,580,"Pelago, Firenze, Tuscany",,,1300000,Firenze,Tuscany,Pelago,Pelago,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pelago-1-bedroom-rustic-house-tuscany-for-sale-a6273rc770690a/
1,1,,1500,"Siena, Siena, Tuscany",,,8000000,Siena,Tuscany,Siena,Siena,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-siena-1-bedroom-farmhouse-tuscany-for-sale-a1190ta94003/
8,8,,500,"Semproniano, Grosseto, Tuscany",,,900000,Grosseto,Tuscany,Semproniano,Semproniano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-semproniano-8-bedrooms-farmhouse-tuscany-for-sale-a1190rv26766/
4,4,,120,"Portoferraio, Livorno, Tuscany",,,720000,Livorno,Tuscany,Portoferraio,Portoferraio,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-portoferraio-4-bedrooms-villa-tuscany-for-sale-a4018rv1650581a/
4,4,,690,"Fauglia, Pisa, Tuscany",,,1100000,Pisa,Tuscany,Fauglia,Fauglia,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-fauglia-4-bedrooms-farmhouse-tuscany-for-sale-a1190rc31061/
1,1,,200,"Rapolano Terme, Siena, Tuscany",,,499000,Siena,Tuscany,Rapolano Terme,Rapolano Terme,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-rapolano-terme-1-bedroom-farmhouse-tuscany-for-sale-a6380ta2055551a/
3,3,,360,"Trequanda, Siena, Tuscany",,,590000,Siena,Tuscany,Trequanda,Trequanda,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-trequanda-3-bedrooms-farmhouse-tuscany-for-sale-a1190rc14416/
1,1,,290,"Città della Pieve, Perugia, Umbria",,,415000,Perugia,Umbria,Citta Della Pieve,Città della Pieve,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-citta-della-pieve-1-bedroom-farmhouse-umbria-for-sale-a5153ta2306941a/
1,1,,85,"Portoferraio, Livorno, Tuscany",,,460000,Livorno,Tuscany,Portoferraio,Portoferraio,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-portoferraio-1-bedroom-villa-tuscany-for-sale-a4018rv2344974a/
1,1,,550,"Cinigiano, Grosseto, Tuscany",,,1400000,Grosseto,Tuscany,Cinigiano,Cinigiano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cinigiano-1-bedroom-farmhouse-tuscany-for-sale-a6380ta2201540a/
3,3,,400,"Cetona, Siena, Tuscany",,,985000,Siena,Tuscany,Cetona,Cetona,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cetona-3-bedrooms-farmhouse-tuscany-for-sale-a5153ta2016564a/
3,3,,119,"Marciana, Livorno, Tuscany",,,690000,Livorno,Tuscany,Marciana,Marciana,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-marciana-3-bedrooms-villa-tuscany-for-sale-a4018rv1637514a/
5,5,,550,"Pontedera, Pisa, Tuscany",,,1350000,Pisa,Tuscany,Pontedera,Pontedera,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pontedera-5-bedrooms-farmhouse-tuscany-for-sale-a1190rc57817/
4,4,,280,"Peccioli, Pisa, Tuscany",,,770000,Pisa,Tuscany,Peccioli,Peccioli,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-peccioli-4-bedrooms-farmhouse-tuscany-for-sale-a1190rc71835/
2,2,,300,"Terricciola, Pisa, Tuscany",,,550000,Pisa,Tuscany,Terricciola,Terricciola,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-terricciola-2-bedrooms-farmhouse-tuscany-for-sale-a1190rc36956/
1,1,,150,"Fivizzano, Massa-Carrara, Tuscany",,,690000,Massa-Carrara,Tuscany,Fivizzano,Fivizzano,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-fivizzano-1-bedroom-house-independent-tuscany-for-sale-a387rv1610087a/
4,4,,339,"Radda in Chianti, Siena, Tuscany",,,800000,Siena,Tuscany,Radda in Chianti,Radda in Chianti,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-radda-in-chianti-4-bedrooms-villa-tuscany-for-sale-a9933rv2365708a/
2,2,,150,"Colle di Val d'Elsa, Siena, Tuscany",,,420000,Siena,Tuscany,Colle Di Val D'elsa,Colle di Val d'Elsa,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-colle-di-val-delsa-2-bedrooms-flat-tuscany-for-sale-a9756ra2194261a/
4,4,,455,"Piancastagnaio, Siena, Tuscany",,,800000,Siena,Tuscany,Piancastagnaio,Piancastagnaio,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-piancastagnaio-4-bedrooms-villa-tuscany-for-sale-a2617rv1751995a/
4,4,,530,"Cortona, Arezzo, Tuscany",,,1200000,Arezzo,Tuscany,Cortona,Cortona,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cortona-4-bedrooms-farmhouse-tuscany-for-sale-a1190rc16182/
11,11,,621,"Magliano in Toscana, Grosseto, Tuscany",,,1800000,Grosseto,Tuscany,Magliano in Toscana,Magliano in Toscana,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-magliano-in-toscana-11-bedroom-farmhouse-tuscany-for-sale-a7631ta2357478a/
5,5,,500,"Cortona, Arezzo, Tuscany",,,990000,Arezzo,Tuscany,Cortona,Cortona,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cortona-5-bedrooms-farmhouse-tuscany-for-sale-a1190ra76047/
1,1,,400,"Fiesole, Firenze, Tuscany",,,1150000,Firenze,Tuscany,Fiesole,Fiesole,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-fiesole-1-bedroom-villa-tuscany-for-sale-a6273rv770958a/
4,4,,500,"Casciana Terme-Lari, Pisa, Tuscany",,,998000,Pisa,Tuscany,Casciana Terme Lari,Casciana Terme-Lari,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-casciana-terme-lari-4-bedrooms-villa-tuscany-for-sale-a1190rv42987/
21,21,,800,"Scarlino, Grosseto, Tuscany",,,1300000,Grosseto,Tuscany,Scarlino,Scarlino,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-scarlino-21-bedroom-farmhouse-tuscany-for-sale-a1190ta34721/
10,10,,500,"Portoferraio, Livorno, Tuscany",,,2500000,Livorno,Tuscany,Portoferraio,Portoferraio,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-portoferraio-10-bedrooms-rustic-village-tuscany-for-sale-a1691ra2212470a/
3,3,,530,"Castelnuovo Berardenga, Siena, Tuscany",,,850000,Siena,Tuscany,Castelnuovo Berardenga,Castelnuovo Berardenga,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castelnuovo-berardenga-3-bedrooms-villa-tuscany-for-sale-a6292rv1286814a/
3,3,,184,"Firenze, Firenze, Tuscany",,,1700000,Firenze,Tuscany,Firenze,Firenze,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-firenze-3-bedrooms-flat-tuscany-for-sale-a1691ra1214609a/
3,3,,90,"Cetona, Siena, Tuscany",,,385000,Siena,Tuscany,Cetona,Cetona,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cetona-3-bedrooms-house-terraced-tuscany-for-sale-a5153ra1321830a/
1,1,,400,"Trequanda, Siena, Tuscany",,,735000,Siena,Tuscany,Trequanda,Trequanda,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-trequanda-1-bedroom-farmhouse-tuscany-for-sale-a1190ta47078/
2,2,,220,"Pontassieve, Firenze, Tuscany",,,550000,Firenze,Tuscany,Pontassieve,Pontassieve,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pontassieve-2-bedrooms-flat-tuscany-for-sale-a6273ra1973763a/
1,1,,950,"Greve in Chianti, Firenze, Tuscany",,,4300000,Firenze,Tuscany,Greve in Chianti,Greve in Chianti,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-greve-in-chianti-1-bedroom-farmhouse-tuscany-for-sale-a1691ta2226499a/
1,1,,870,"Trequanda, Siena, Tuscany",,,2000000,Siena,Tuscany,Trequanda,Trequanda,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-trequanda-1-bedroom-farmhouse-tuscany-for-sale-a1190ta24450/
4,4,,1360,"Pisa, Pisa, Tuscany",,,980000,Pisa,Tuscany,Pisa,Pisa,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pisa-4-bedrooms-farmhouse-tuscany-for-sale-a1190ta54139/
9,9,,400,"Manciano, Grosseto, Tuscany",,,1100000,Grosseto,Tuscany,Manciano,Manciano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-manciano-9-bedrooms-farmhouse-tuscany-for-sale-a6388ta2264102a/
,0,,560,"Cetona, Siena, Tuscany",,,890000,Siena,Tuscany,Cetona,Cetona,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cetona-building-tuscany-for-sale-a5153ta1994752a/
3,3,,415,"Suvereto, Livorno, Tuscany",,,700000,Livorno,Tuscany,Suvereto,Suvereto,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-suvereto-3-bedrooms-farmhouse-tuscany-for-sale-a6756ta2277242a/
4,4,,250,"Montepulciano, Siena, Tuscany",,,1200000,Siena,Tuscany,Montepulciano,Montepulciano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montepulciano-4-bedrooms-farmhouse-tuscany-for-sale-a1190rc81144/
2,2,,120,"Marciana, Livorno, Tuscany",,,580000,Livorno,Tuscany,Marciana,Marciana,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-marciana-2-bedrooms-villa-tuscany-for-sale-a4018rv2317922a/
16,16,,500,"Volterra, Pisa, Tuscany",,,2500000,Pisa,Tuscany,Volterra,Volterra,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-volterra-16-bedrooms-farmhouse-tuscany-for-sale-a1190rc34689/
1,1,,620,"Scansano, Grosseto, Tuscany",,,650000,Grosseto,Tuscany,Scansano,Scansano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-scansano-1-bedroom-farmhouse-tuscany-for-sale-a7631ta2269242a/
,0,,2000,"Sarteano, Siena, Tuscany",,,1290000,Siena,Tuscany,Sarteano,Sarteano,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-sarteano-building-tuscany-for-sale-a1190ch85090/
2,2,,148,"San Casciano dei Bagni, Siena, Tuscany",,,520000,Siena,Tuscany,San Casciano Dei Bagni,San Casciano dei Bagni,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-san-casciano-dei-bagni-2-bedrooms-farmhouse-tuscany-for-sale-a2617ta2429939a/
3,3,,153,"Scandicci, Firenze, Tuscany",,,350000,Firenze,Tuscany,Scandicci,Scandicci,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-scandicci-3-bedrooms-flat-tuscany-for-sale-a9756ra2082419a/
2,2,,250,"Altopascio, Lucca, Tuscany",,,950000,Lucca,Tuscany,Altopascio,Altopascio,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-altopascio-2-bedrooms-rustic-house-tuscany-for-sale-a6551rc1986771a/
3,3,,280,"Aulla, Massa-Carrara, Tuscany",,,445000,Massa-Carrara,Tuscany,Aulla,Aulla,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-aulla-3-bedrooms-villa-tuscany-for-sale-a387rv14365a/
1,1,,660,"Cortona, Arezzo, Tuscany",,,500000,Arezzo,Tuscany,Cortona,Cortona,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cortona-1-bedroom-farmhouse-tuscany-for-sale-a1190rc51085/
7,7,,1000,"Volterra, Pisa, Tuscany",,,3500000,Pisa,Tuscany,Volterra,Volterra,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-volterra-7-bedrooms-farmhouse-tuscany-for-sale-a1190ta43047/
7,7,,224,"Roccastrada, Grosseto, Tuscany",,,1590000,Grosseto,Tuscany,Roccastrada,Roccastrada,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-roccastrada-7-bedrooms-farmhouse-tuscany-for-sale-a7631ta2405993a/
